classe,arrondissement,item,nom_doc,url,adresse,code_postal,erreurs,nom_txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,73 allées Léon Gambetta : Arrêté de mise en sécurité du 16/03/2021,Arrêté de mise en sécurité du 16/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/73-allee-leon-gambetta_13001_mes_2021_00749_16.03.2021.pdf,73 allées Léon Gambetta,13001.0,True,73-allee-leon-gambetta_13001_mes_2021_00749_16.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,22 rue Guibal : Arrêté modificatif de péril non imminent du 23/03/2021,Arrêté modificatif de péril non imminent du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-rue-guibal_13001_modif_pni_2021_00856_vdm_du_23.03.21.pdf,22 rue Guibal,13001.0,False,22-rue-guibal_13001_modif_pni_2021_00856_vdm_du_23.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,95 rue d'Aubagne / 50 cours Lieutaud : Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/95-rue-aubagne_50-cours-lieutaud-13001_msu_2021_00854_vdm_du_23.03.21.pdf,95 rue d'Aubagne / 50 cours Lieutaud,13001.0,False,95-rue-aubagne_50-cours-lieutaud-13001_msu_2021_00854_vdm_du_23.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,45 boulevard de la Liberté : Arrêté de mise en sécurité de l'immeuble du 23/03/2021,Arrêté de mise en sécurité de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/45-boulevard-de-la-liberte-13001_ms_2021_00855_vdm_du_23.03.21.pdf,45 boulevard de la Liberté,13001.0,True,45-boulevard-de-la-liberte-13001_ms_2021_00855_vdm_du_23.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,79 La Canebière : Arrêté de mise en sécurité de l'immeuble du 23/03/2021,Arrêté de mise en sécurité de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/79-canbiere-13001_ms_2021_00841_vdm_du_23.03.21.pdf,79 La Canebière,13001.0,True,79-canbiere-13001_ms_2021_00841_vdm_du_23.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,33 rue Mazenod : Arrêté de péril du 15/11/2018 - Main Levée partielle du 15/05/2019- Main Levée partielle (arrêté modificatif) du 17/06/2019,Arrêté de péril du 15/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/33-rue-mazenod-arrete_pi_2018_02932-final.pdf,33 rue Mazenod,13002.0,True,33-rue-mazenod-arrete_pi_2018_02932-final.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,33 rue Mazenod : Arrêté de péril du 15/11/2018 - Main Levée partielle du 15/05/2019- Main Levée partielle (arrêté modificatif) du 17/06/2019,Main Levée partielle du 15/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_partielle_33-rue-mazenod-13002_2019_01522.pdf,33 rue Mazenod,13002.0,False,ml_partielle_33-rue-mazenod-13002_2019_01522.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,33 rue Mazenod : Arrêté de péril du 15/11/2018 - Main Levée partielle du 15/05/2019- Main Levée partielle (arrêté modificatif) du 17/06/2019,Main Levée partielle (arrêté modificatif) du 17/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlpartielle-33-rue-jean-francois-leca-13002_2019_01714.pdf,33 rue Mazenod,13002.0,False,mlpartielle-33-rue-jean-francois-leca-13002_2019_01714.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,9 rue Michel Salvarelli : Arrêté du 13/12/2018 - Main levée partielle du 15/04/2019 - Main levée partielle du 22/07/2019 -  - Main levée du 30/09/2019 - Main levée partielle du 16/10/2019,Arrêté du 13/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/9-RUE-MICHEL-SALVARELLI-13002_2018_03333.pdf,9 rue Michel Salvarelli,13002.0,False,9-RUE-MICHEL-SALVARELLI-13002_2018_03333.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,9 rue Michel Salvarelli : Arrêté du 13/12/2018 - Main levée partielle du 15/04/2019 - Main levée partielle du 22/07/2019 -  - Main levée du 30/09/2019 - Main levée partielle du 16/10/2019,Main levée partielle du 15/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_partielle_9-rue-salvarelli-13002_2019_01269.pdf,9 rue Michel Salvarelli,13002.0,False,ml_partielle_9-rue-salvarelli-13002_2019_01269.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,9 rue Michel Salvarelli : Arrêté du 13/12/2018 - Main levée partielle du 15/04/2019 - Main levée partielle du 22/07/2019 -  - Main levée du 30/09/2019 - Main levée partielle du 16/10/2019,Main levée partielle du 22/07/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-partielle_9_-rue-salvarelli-13002_2019_02550.pdf,9 rue Michel Salvarelli,13002.0,False,ml-partielle_9_-rue-salvarelli-13002_2019_02550.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,9 rue Michel Salvarelli : Arrêté du 13/12/2018 - Main levée partielle du 15/04/2019 - Main levée partielle du 22/07/2019 -  - Main levée du 30/09/2019 - Main levée partielle du 16/10/2019,Main levée du 30/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_9-rue-michel-salvarelli-13002_2019_03276.pdf,9 rue Michel Salvarelli,13002.0,False,ml_9-rue-michel-salvarelli-13002_2019_03276.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,9 rue Michel Salvarelli : Arrêté du 13/12/2018 - Main levée partielle du 15/04/2019 - Main levée partielle du 22/07/2019 -  - Main levée du 30/09/2019 - Main levée partielle du 16/10/2019,Main levée partielle du 16/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_9-rue-michel-salvarelli-13002-2019_03603_vdm.pdf,9 rue Michel Salvarelli,13002.0,False,mlp_9-rue-michel-salvarelli-13002-2019_03603_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,115 rue de l’Évêché - Main-Levée du 23/12/2019,115 rue de l’Évêché ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/115-RUE-DE-L-EVECHE-13002_2018_03432.pdf,115 rue de l’Évêché,13002.0,False,115-RUE-DE-L-EVECHE-13002_2018_03432.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,115 rue de l’Évêché - Main-Levée du 23/12/2019, Main-Levée du 23/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ml-115-rue-de-l-eveche-13002_2019_04465.pdf,115 rue de l’Évêché,13002.0,True,ml-115-rue-de-l-eveche-13002_2019_04465.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Montolieu - Main Levée du 28/10/2019,37 rue Montolieu,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/37-RUE-MONTOLIEU-13002_2018_03515.pdf,37 rue Montolieu,13002.0,False,37-RUE-MONTOLIEU-13002_2018_03515.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Montolieu - Main Levée du 28/10/2019,Main Levée du 28/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-37-rue-montolieu-13002_2019_03697.pdf,37 rue Montolieu,13002.0,False,ml-37-rue-montolieu-13002_2019_03697.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,7 rue de Saint-Antoine : Arrêté de péril du 14/01/2019 - Main Levée du 11/12/2019,Arrêté de péril du 14/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-rue-de-st-antoine-13002_2019_00112.pdf,7 rue de Saint-Antoine,13002.0,False,7-rue-de-st-antoine-13002_2019_00112.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,7 rue de Saint-Antoine : Arrêté de péril du 14/01/2019 - Main Levée du 11/12/2019,Main Levée du 11/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_7-rue-de-saint-antoine-13002_2019_04187_vdm.pdf,7 rue de Saint-Antoine,13002.0,False,ml_7-rue-de-saint-antoine-13002_2019_04187_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,43 rue de Montolieu,43 rue de Montolieu,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/43-RUE-MONTOLIEU-13002_2019_00318.pdf,43 rue de Montolieu,13002.0,False,43-RUE-MONTOLIEU-13002_2019_00318.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,19 bis Quai de la Joliette : Arrêté de péril du 08/02/2019 - Main levée du 23/08/2019,Arrêté de péril du 08/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-BIS-QUAI-DE-LA-JOLIETTE-13001_2019_00481.pdf,19 bis Quai de la Joliette,13002.0,False,19-BIS-QUAI-DE-LA-JOLIETTE-13001_2019_00481.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,19 bis Quai de la Joliette : Arrêté de péril du 08/02/2019 - Main levée du 23/08/2019,Main levée du 23/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_19-bis-quai-de-la-joliette_2019_02987.pdf,19 bis Quai de la Joliette,13002.0,False,ml_19-bis-quai-de-la-joliette_2019_02987.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,22/26 rue de la Joliette : Main levée du 14 octobre 2019,Main levée du 14 octobre 2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_22-26-rue-joliette-2019_03597_vdm.pdf,22/26 rue de la Joliette,13002.0,False,ml_22-26-rue-joliette-2019_03597_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,48 rue Montolieu : Arrêté de péril du 15/02/2019 - Arrêté modificatif du 22/02/2019,Arrêté de péril du 15/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/48-RUE-MONTOLIEU-13002_2019_00550.pdf,48 rue Montolieu,13002.0,False,48-RUE-MONTOLIEU-13002_2019_00550.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,48 rue Montolieu : Arrêté de péril du 15/02/2019 - Arrêté modificatif du 22/02/2019,Arrêté modificatif du 22/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/48-RUE-MONTOLIEU-13002_2019_00621.pdf,48 rue Montolieu,13002.0,False,48-RUE-MONTOLIEU-13002_2019_00621.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,32 rue Sainte Françoise / 21 rue des Repenties : Arrêté de péril du 26/02/2019  - Main Levée du 22/05/2019,Arrêté de péril du 26/02/2019 ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/32-RUE-SAINTE-FRANCOISE_21-RUE-DES-REPENTIES-13006_2019_00692.pdf,32 rue Sainte Françoise / 21 rue des Repenties,13002.0,False,32-RUE-SAINTE-FRANCOISE_21-RUE-DES-REPENTIES-13006_2019_00692.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,32 rue Sainte Françoise / 21 rue des Repenties : Arrêté de péril du 26/02/2019  - Main Levée du 22/05/2019,Main Levée du 22/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_32-rue-sainte-francoise-21-rue-des-repenties-13002_2019_01605.pdf,32 rue Sainte Françoise / 21 rue des Repenties,13002.0,False,ml_32-rue-sainte-francoise-21-rue-des-repenties-13002_2019_01605.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,2 rue Baussenque,2 rue Baussenque,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/2-RUE-BAUSSENQUE-13002_2019-00623.pdf,2 rue Baussenque,13002.0,False,2-RUE-BAUSSENQUE-13002_2019-00623.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,71 rue Château Joly - Main levée du 16/10/2020,71 rue Château Joly ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/71-RUE-CHATEAU-JOLY-13002_2019_00753.pdf,71 rue Château Joly,13002.0,False,71-RUE-CHATEAU-JOLY-13002_2019_00753.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,71 rue Château Joly - Main levée du 16/10/2020,Main levée du 16/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/71-rue-chateau-joly-13002_2020_02404.pdf,71 rue Château Joly,13002.0,True,71-rue-chateau-joly-13002_2020_02404.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,26 montée des Accoules,26 montée des Accoules,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-montee-des-accoules-13002_2019_01215.pdf,26 montée des Accoules,13002.0,False,26-montee-des-accoules-13002_2019_01215.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,30 montée des Accoules,30 montée des Accoules,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/30-montee-des-accoules-13002_2019_01216.pdf,30 montée des Accoules,13002.0,False,30-montee-des-accoules-13002_2019_01216.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,23 boulevard des Dames,23 boulevard des Dames,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/23-boulevard-des-dames-13002_2019_01347.pdf,23 boulevard des Dames,13002.0,False,23-boulevard-des-dames-13002_2019_01347.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,46 rue Caisserie,46 rue Caisserie,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_46-rue-caisserie-13002_2019_01486_vdm.pdf,46 rue Caisserie,13002.0,False,pgi_46-rue-caisserie-13002_2019_01486_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Pierre Albrand : Arrêté de péril du 10/05/2019 - Arrêté de péril modificatif du 13/08/2019 - Main levée du 05/09/2019 - Arrêté de péril du 11/12/2019 - Main Levée du 09/03/2021,Arrêté de péril du 10/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_37-rue-pierre-albrand-13002_2019_01491_vdm.pdf,37 rue Pierre Albrand,13002.0,False,pgi_37-rue-pierre-albrand-13002_2019_01491_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Pierre Albrand : Arrêté de péril du 10/05/2019 - Arrêté de péril modificatif du 13/08/2019 - Main levée du 05/09/2019 - Arrêté de péril du 11/12/2019 - Main Levée du 09/03/2021,Arrêté de péril modificatif du 13/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_pgi_37-rue-pierre-albrand-13002_2019_02544.pdf,37 rue Pierre Albrand,13002.0,False,modif_pgi_37-rue-pierre-albrand-13002_2019_02544.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Pierre Albrand : Arrêté de péril du 10/05/2019 - Arrêté de péril modificatif du 13/08/2019 - Main levée du 05/09/2019 - Arrêté de péril du 11/12/2019 - Main Levée du 09/03/2021,Main levée du 05/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_37-rue_pierre-albrand-13002_2019_03040_vdm.pdf,37 rue Pierre Albrand,13002.0,False,ml_37-rue_pierre-albrand-13002_2019_03040_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Pierre Albrand : Arrêté de péril du 10/05/2019 - Arrêté de péril modificatif du 13/08/2019 - Main levée du 05/09/2019 - Arrêté de péril du 11/12/2019 - Main Levée du 09/03/2021,Arrêté de péril du 11/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_37-rue-pierre-albrand-13002_2019_04189_vdm.pdf,37 rue Pierre Albrand,13002.0,False,pgi_37-rue-pierre-albrand-13002_2019_04189_vdm.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,37 rue Pierre Albrand : Arrêté de péril du 10/05/2019 - Arrêté de péril modificatif du 13/08/2019 - Main levée du 05/09/2019 - Arrêté de péril du 11/12/2019 - Main Levée du 09/03/2021,Main Levée du 09/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-37-rue-pierre-albrand-13002_2021_00709.pdf,37 rue Pierre Albrand,13002.0,True,ml-37-rue-pierre-albrand-13002_2021_00709.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,31 avenue Robert Schumann : Arrêté de péril du 10/05/2019 - Main levée du 13/08/2019,Arrêté de péril du 10/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/31-avenue-robert-schumann-13002_pgi_2019_01487.pdf,31 avenue Robert Schumann,13002.0,False,31-avenue-robert-schumann-13002_pgi_2019_01487.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,31 avenue Robert Schumann : Arrêté de péril du 10/05/2019 - Main levée du 13/08/2019,Main levée du 13/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_31-avenue-robert-schumann-13002_2019_02591.pdf,31 avenue Robert Schumann,13002.0,False,mlp_31-avenue-robert-schumann-13002_2019_02591.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,4 rue porte Baussenque / Main levée partielle du 22/07/21019,4 rue porte Baussenque,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-porte-baussenque-13002_pgi_2019_01457.pdf,4 rue porte Baussenque,13002.0,False,4-rue-porte-baussenque-13002_pgi_2019_01457.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,4 rue porte Baussenque / Main levée partielle du 22/07/21019,Main levée partielle du 22/07/21019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-partielle_pgi_4-rue-beaussenque-13002_2019_02551.pdf,4 rue porte Baussenque,13002.0,False,ml-partielle_pgi_4-rue-beaussenque-13002_2019_02551.txt
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",2ème arrondissement,10 rue Felix Eboué : Interdiction occuper du 25/05/2019 - Arrêté de péril du 25/06/2019,Interdiction occuper du 25/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_10-rue-felix-eboue-13002_2019_01707.pdf,10 rue Felix Eboué,13002.0,False,interdiction_occuper_10-rue-felix-eboue-13002_2019_01707.txt
