classe,arrondissement,item,nom_doc,url,adresse,code_postal,ville,doc_grp_idx,doc_grp_rel_idx,adrs,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_citycode,result_district,erreurs,nom_txt,nom_pdf,err_missing_pdf,err_bad_url,err_missing_txt,err_bad_pdf,err_date,err_adresse,err_pathologies
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,39-41-43 rue de la Palud / 1 Domaine VENTRE : Arrêté de péril du 24/01/2019 - Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 - Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 - Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du 02/05/2019 - Abrogation de déconstruction du 24/09/2020 - Abrogation d'arrêté de péril du 24/09/2020 - Arrêté de péril ordinaire pour le 39 rue de la Palud du 24/09/2020,Abrogation de déconstruction du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-deconstruction/abro_deconstruction_41-43-rue-de-la-palud-13001_2020_02141_vdm.pdf,39-41-43 rue de la Palud / 1 Domaine VENTRE,13001.0,Marseille,46,4,1 Domaine VENTRE,43.293517,5.380483,Domaine Ventre 13001 Marseille,0.9,street,13201_9438,,Domaine Ventre,,13001,Marseille,13201,Marseille 1er Arrondissement,False,abro_deconstruction_41-43-rue-de-la-palud-13001_2020_02141_vdm.txt,abro_deconstruction_41-43-rue-de-la-palud-13001_2020_02141_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,39-41-43 rue de la Palud / 1 Domaine VENTRE : Arrêté de péril du 24/01/2019 - Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 - Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 - Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du 02/05/2019 - Abrogation de déconstruction du 24/09/2020 - Abrogation d'arrêté de péril du 24/09/2020 - Arrêté de péril ordinaire pour le 39 rue de la Palud du 24/09/2020,Abrogation d'arrêté de péril du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/abro_pgi_2020_02118_vdm.pdf,39-41-43 rue de la Palud / 1 Domaine VENTRE,13001.0,Marseille,46,5,1 Domaine VENTRE,43.293517,5.380483,Domaine Ventre 13001 Marseille,0.9,street,13201_9438,,Domaine Ventre,,13001,Marseille,13201,Marseille 1er Arrondissement,False,abro_pgi_2020_02118_vdm.txt,abro_pgi_2020_02118_vdm.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,39-41-43 rue de la Palud / 1 Domaine VENTRE : Arrêté de péril du 24/01/2019 - Arrêté de déconstruction du 41 et 43 rue de la Palud du 31/01/2019 - Arrêté modificatif de déconstruction du 41 et 43 rue de la Palud du 07/02/2019 - Arrêté de réintégration partielle suite aux opérations de déconstruction des 41 et 43 rue de la Palud du 02/05/2019 - Abrogation de déconstruction du 24/09/2020 - Abrogation d'arrêté de péril du 24/09/2020 - Arrêté de péril ordinaire pour le 39 rue de la Palud du 24/09/2020,Arrêté de péril ordinaire pour le 39 rue de la Palud du 24/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_39-rue-de-la-palud-13001_2020_02140_vdm.pdf,39-41-43 rue de la Palud / 1 Domaine VENTRE,13001.0,Marseille,46,6,1 Domaine VENTRE,43.293517,5.380483,Domaine Ventre 13001 Marseille,0.9,street,13201_9438,,Domaine Ventre,,13001,Marseille,13201,Marseille 1er Arrondissement,False,po_39-rue-de-la-palud-13001_2020_02140_vdm.txt,po_39-rue-de-la-palud-13001_2020_02140_vdm.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,68 rue de Grignan : Arrêté du 16/08/2018 - Main levée du 28/01/2019,Main levée du 28/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/68-RUE-DE-GRIGNAN-13001_ML2019_00316.pdf,68 rue de Grignan,13001.0,Marseille,47,0,68 rue de Grignan,43.291685,5.374745,68 Rue Grignan 13001 Marseille,0.88,housenumber,13201_4260_00068,68,Rue Grignan,,13001,Marseille,13201,Marseille 1er Arrondissement,False,68-RUE-DE-GRIGNAN-13001_ML2019_00316.txt,68-RUE-DE-GRIGNAN-13001_ML2019_00316.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,Immeuble 174 La Canebière / 2 rue Adolphe Thiers : Arrêté de péril du 28/01/2019 - Main levée du 02/12/2019,Arrêté de péril du 28/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/IMMEUBLE-174-LA%20CANEBIERE_2-RUE-ADOLPHE-THIERS_2019_00320.pdf,Immeuble 174 La Canebière / 2 rue Adolphe Thiers,13001.0,Marseille,48,0,2 rue Adolphe Thiers,43.298686,5.385223,2 Rue Adolphe Thiers 13001 Marseille,0.97,housenumber,13201_0074_00002,2,Rue Adolphe Thiers,,13001,Marseille,13201,Marseille 1er Arrondissement,False,IMMEUBLE-174-LA%20CANEBIERE_2-RUE-ADOLPHE-THIERS_2019_00320.txt,IMMEUBLE-174-LA%20CANEBIERE_2-RUE-ADOLPHE-THIERS_2019_00320.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,Immeuble 174 La Canebière / 2 rue Adolphe Thiers : Arrêté de péril du 28/01/2019 - Main levée du 02/12/2019,Main levée du 02/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_174-la-canebiere_2-rue-adolphe-thiers-13001_2019_04060_vdm.pdf,Immeuble 174 La Canebière / 2 rue Adolphe Thiers,13001.0,Marseille,48,1,2 rue Adolphe Thiers,43.298686,5.385223,2 Rue Adolphe Thiers 13001 Marseille,0.97,housenumber,13201_0074_00002,2,Rue Adolphe Thiers,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_174-la-canebiere_2-rue-adolphe-thiers-13001_2019_04060_vdm.txt,ml_174-la-canebiere_2-rue-adolphe-thiers-13001_2019_04060_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,37 rue Thubaneau,37 rue Thubaneau,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/37-RUE-THUBANEAU-13001_2019_00324.pdf,37 rue Thubaneau,13001.0,Marseille,49,0,37 rue Thubaneau,43.298092,5.379902,37 Rue Thubaneau 13001 Marseille,0.97,housenumber,13201_9025_00037,37,Rue Thubaneau,,13001,Marseille,13201,Marseille 1er Arrondissement,False,37-RUE-THUBANEAU-13001_2019_00324.txt,37-RUE-THUBANEAU-13001_2019_00324.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,22 rue des Feuillants : Arrêté de péril du 29/01/2019 - Main levée du 29/05/2019,Arrêté de péril du 29/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/22-RUE-DES-FEUILLANTS-13001_2019_00355.pdf,22 rue des Feuillants,13001.0,Marseille,50,0,22 rue des Feuillants,43.296478,5.379273,22 Rue des Feuillants 13001 Marseille,0.96,housenumber,13201_3462_00022,22,Rue des Feuillants,,13001,Marseille,13201,Marseille 1er Arrondissement,False,22-RUE-DES-FEUILLANTS-13001_2019_00355.txt,22-RUE-DES-FEUILLANTS-13001_2019_00355.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,22 rue des Feuillants : Arrêté de péril du 29/01/2019 - Main levée du 29/05/2019,Main levée du 29/05/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_22-rue-des-feuillants-13001_2019_01823.pdf,22 rue des Feuillants,13001.0,Marseille,50,1,22 rue des Feuillants,43.296478,5.379273,22 Rue des Feuillants 13001 Marseille,0.96,housenumber,13201_3462_00022,22,Rue des Feuillants,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_22-rue-des-feuillants-13001_2019_01823.txt,ml_22-rue-des-feuillants-13001_2019_01823.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 rue Corneille : Arrêté de péril du 29/01/2019 - Arrêté modificatif de péril du 15/02/2019 - Main Levée partielle du 20/10/2019,Arrêté de péril du 29/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-CORNEILLE-13001_2019_00344.pdf,20 rue Corneille,13001.0,Marseille,51,0,20 rue Corneille,43.293161,5.375595,20 Rue Corneille 13001 Marseille,0.96,housenumber,13201_2557_00020,20,Rue Corneille,,13001,Marseille,13201,Marseille 1er Arrondissement,False,20-RUE-CORNEILLE-13001_2019_00344.txt,20-RUE-CORNEILLE-13001_2019_00344.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 rue Corneille : Arrêté de péril du 29/01/2019 - Arrêté modificatif de péril du 15/02/2019 - Main Levée partielle du 20/10/2019,Arrêté modificatif de péril du 15/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-CORNEILLE-13001_2019_00544.pdf,20 rue Corneille,13001.0,Marseille,51,1,20 rue Corneille,43.293161,5.375595,20 Rue Corneille 13001 Marseille,0.96,housenumber,13201_2557_00020,20,Rue Corneille,,13001,Marseille,13201,Marseille 1er Arrondissement,False,20-RUE-CORNEILLE-13001_2019_00544.txt,20-RUE-CORNEILLE-13001_2019_00544.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 rue Corneille : Arrêté de péril du 29/01/2019 - Arrêté modificatif de péril du 15/02/2019 - Main Levée partielle du 20/10/2019,Main Levée partielle du 20/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/mlp_-20-rue-corneille-13001_2019_03747.pdf,20 rue Corneille,13001.0,Marseille,51,2,20 rue Corneille,43.293161,5.375595,20 Rue Corneille 13001 Marseille,0.96,housenumber,13201_2557_00020,20,Rue Corneille,,13001,Marseille,13201,Marseille 1er Arrondissement,False,mlp_-20-rue-corneille-13001_2019_03747.txt,mlp_-20-rue-corneille-13001_2019_03747.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 rue d'Anvers,20 rue d'Anvers,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-D-ANVERS-13001_2019_00405.pdf,20 rue d'Anvers,13001.0,Marseille,52,0,20 rue d'Anvers,43.302461,5.393981,20 Rue d’Anvers 13001 Marseille,0.97,housenumber,13201_0455_00020,20,Rue d’Anvers,,13001,Marseille,13201,Marseille 1er Arrondissement,False,20-RUE-D-ANVERS-13001_2019_00405.txt,20-RUE-D-ANVERS-13001_2019_00405.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 rue d'Anvers,20 rue d'Anvers,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-RUE-D-ANVERS-13001_2019_00603.pdf,20 rue d'Anvers,13001.0,Marseille,52,1,20 rue d'Anvers,43.302461,5.393981,20 Rue d’Anvers 13001 Marseille,0.97,housenumber,13201_0455_00020,20,Rue d’Anvers,,13001,Marseille,13201,Marseille 1er Arrondissement,False,20-RUE-D-ANVERS-13001_2019_00603.txt,20-RUE-D-ANVERS-13001_2019_00603.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,74 rue d'Aubagne : Arrêté de péril du 04/02/2019 - Main levée du 16/11/2020,Arrêté de péril du 04/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/74-RUE-D-AUBAGNE-13001_2019_00410.pdf,74 rue d'Aubagne,13001.0,Marseille,53,0,74 rue d'Aubagne,43.293893,5.381313,74 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00074,74,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,74-RUE-D-AUBAGNE-13001_2019_00410.txt,74-RUE-D-AUBAGNE-13001_2019_00410.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,74 rue d'Aubagne : Arrêté de péril du 04/02/2019 - Main levée du 16/11/2020,Main levée du 16/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_74-rue-d-aubagne_2020_02690_vdm.pdf,74 rue d'Aubagne,13001.0,Marseille,53,1,74 rue d'Aubagne,43.293893,5.381313,74 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00074,74,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_74-rue-d-aubagne_2020_02690_vdm.txt,ml_74-rue-d-aubagne_2020_02690_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,86 rue Longue des Capucins,86 rue Longue des Capucins,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/86-RUE-LONGUE-DES-CAPUCINS-13001_2019_00437.pdf,86 rue Longue des Capucins,13001.0,Marseille,54,0,86 rue Longue des Capucins,43.301637,5.3782,86 Rue Longue des Capucins 13001 Marseille,0.97,housenumber,13201_5352_00086,86,Rue Longue des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,86-RUE-LONGUE-DES-CAPUCINS-13001_2019_00437.txt,86-RUE-LONGUE-DES-CAPUCINS-13001_2019_00437.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,3 place du Marché des Capucins,3 place du Marché des Capucins,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00493.pdf,3 place du Marché des Capucins,13001.0,Marseille,55,0,3 place du Marché des Capucins,43.296571,5.379738,3 Rue du Marche des Capucins 13001 Marseille,0.81,housenumber,13201_yexk3z_00003,3,Rue du Marche des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,3-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00493.txt,3-PLACE-DU-MARCHE-DES-CAPUCINS-13001_2019_00493.pdf,False,False,False,False,False,False,False
Arrêtés d'interdiction d'occuper,1er arrondissement,3 place du Marché des Capucins - 13001,3 place du Marché des Capucins - 13001,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-place-du-marche-des-capucins-13001_2018_03445.pdf,3 place du Marché des Capucins,13001.0,Marseille,542,0,3 place du Marché des Capucins,43.296571,5.379738,3 Rue du Marche des Capucins 13001 Marseille,0.81,housenumber,13201_yexk3z_00003,3,Rue du Marche des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,3-place-du-marche-des-capucins-13001_2018_03445.txt,3-place-du-marche-des-capucins-13001_2018_03445.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,44 rue d'Aix,44 rue d'Aix,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/44-RUE-D-AIX-13001_2019_00492.pdf,44 rue d'Aix,13001.0,Marseille,56,0,44 rue d'Aix,43.300824,5.375401,44 Rue d’Aix 13001 Marseille,0.97,housenumber,13201_0114_00044,44,Rue d’Aix,,13001,Marseille,13201,Marseille 1er Arrondissement,False,44-RUE-D-AIX-13001_2019_00492.txt,44-RUE-D-AIX-13001_2019_00492.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,60 rue du Commandant Mages,60 rue du Commandant Mages,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/60-RUE-DU-COMMANDANT-MAGES-13001_2019_00494.pdf,60 rue du Commandant Mages,13001.0,Marseille,57,0,60 rue du Commandant Mages,43.304139,5.391361,60 Rue Commandant Mages 13001 Marseille,0.9,housenumber,13201_2459_00060,60,Rue Commandant Mages,,13001,Marseille,13201,Marseille 1er Arrondissement,False,60-RUE-DU-COMMANDANT-MAGES-13001_2019_00494.txt,60-RUE-DU-COMMANDANT-MAGES-13001_2019_00494.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,58 rue Sénac de Meilhan,58 rue Sénac de Meilhan,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/58-RUE-SENAC-DE-MEILHAN-13001_2019_00491.pdf,58 rue Sénac de Meilhan,13001.0,Marseille,58,0,58 rue Sénac de Meilhan,43.296425,5.38421,58 Rue Senac de Meilhan 13001 Marseille,0.97,housenumber,13201_8akra3_00058,58,Rue Senac de Meilhan,,13001,Marseille,13201,Marseille 1er Arrondissement,False,58-RUE-SENAC-DE-MEILHAN-13001_2019_00491.txt,58-RUE-SENAC-DE-MEILHAN-13001_2019_00491.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19/24 Domaine Ventre : Arrêté de péril du 14/02/2019 - Main Levée du 03/04/2019,Arrêté de péril du 14/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-24-DOMAINE-VENTRE-13001_2019_00537.pdf,19/24 Domaine Ventre,13001.0,Marseille,59,0,19/24 Domaine Ventre,43.293517,5.380483,Domaine Ventre 13001 Marseille,0.8,street,13201_9438,,Domaine Ventre,,13001,Marseille,13201,Marseille 1er Arrondissement,False,19-24-DOMAINE-VENTRE-13001_2019_00537.txt,19-24-DOMAINE-VENTRE-13001_2019_00537.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19/24 Domaine Ventre : Arrêté de péril du 14/02/2019 - Main Levée du 03/04/2019,Main Levée du 03/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_19_24_domaine_ventre_2019_01151.pdf,19/24 Domaine Ventre,13001.0,Marseille,59,1,19/24 Domaine Ventre,43.293517,5.380483,Domaine Ventre 13001 Marseille,0.8,street,13201_9438,,Domaine Ventre,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_19_24_domaine_ventre_2019_01151.txt,ml_19_24_domaine_ventre_2019_01151.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Glandèves,19 rue Glandèves,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-RUE-GLANDEVES-13001_2019_00551.pdf,19 rue Glandèves,13001.0,Marseille,60,0,19 rue Glandèves,43.293383,5.375185,19 Rue Glandeves 13001 Marseille,0.97,housenumber,13201_4137_00019,19,Rue Glandeves,,13001,Marseille,13201,Marseille 1er Arrondissement,False,19-RUE-GLANDEVES-13001_2019_00551.txt,19-RUE-GLANDEVES-13001_2019_00551.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,8 rue de Rome : Arrêté du 13/02/2019 - Main levée du 09/08/2019,Arrêté du 13/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/8-RUE-DE-ROME-13001_2019_00549.pdf,8 rue de Rome,13001.0,Marseille,61,0,8 rue de Rome,43.295038,5.378507,8 Rue de Rome 13001 Marseille,0.97,housenumber,13201_8024_00008,8,Rue de Rome,,13001,Marseille,13201,Marseille 1er Arrondissement,False,8-RUE-DE-ROME-13001_2019_00549.txt,8-RUE-DE-ROME-13001_2019_00549.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,8 rue de Rome : Arrêté du 13/02/2019 - Main levée du 09/08/2019,Main levée du 09/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_8-rue-de-rome-13001_2019_02740.pdf,8 rue de Rome,13001.0,Marseille,61,1,8 rue de Rome,43.295038,5.378507,8 Rue de Rome 13001 Marseille,0.97,housenumber,13201_8024_00008,8,Rue de Rome,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_8-rue-de-rome-13001_2019_02740.txt,ml_8-rue-de-rome-13001_2019_02740.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,9 boulevard d'Athènes,9 boulevard d'Athènes,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/9-BOULEVARD-D-ATHENES-13001_2019_00554.pdf,9 boulevard d'Athènes,13001.0,Marseille,62,0,9 boulevard d'Athènes,43.299611,5.380624,9 Boulevard d’Athenes 13001 Marseille,0.97,housenumber,13201_0574_00009,9,Boulevard d’Athenes,,13001,Marseille,13201,Marseille 1er Arrondissement,False,9-BOULEVARD-D-ATHENES-13001_2019_00554.txt,9-BOULEVARD-D-ATHENES-13001_2019_00554.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril du 18/02/2019 - Main levée partielle du 03/12/2019 - Main levée du 20/10/2020,Arrêté de péril du 18/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-RUE-LONGUE-DES-CAPUCINS-13001_2019_00569.pdf,19 rue Longue des Capucins,13001.0,Marseille,63,0,19 rue Longue des Capucins,43.300243,5.378462,19 Rue Longue des Capucins 13001 Marseille,0.97,housenumber,13201_5352_00019,19,Rue Longue des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,19-RUE-LONGUE-DES-CAPUCINS-13001_2019_00569.txt,19-RUE-LONGUE-DES-CAPUCINS-13001_2019_00569.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril du 18/02/2019 - Main levée partielle du 03/12/2019 - Main levée du 20/10/2020,Main levée partielle du 03/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/mlp_19-rue-longue-des-capucins-13001_2019_04020_vdm-final.pdf,19 rue Longue des Capucins,13001.0,Marseille,63,1,19 rue Longue des Capucins,43.300243,5.378462,19 Rue Longue des Capucins 13001 Marseille,0.97,housenumber,13201_5352_00019,19,Rue Longue des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,mlp_19-rue-longue-des-capucins-13001_2019_04020_vdm-final.txt,mlp_19-rue-longue-des-capucins-13001_2019_04020_vdm-final.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Longue des Capucins : Arrêté de péril du 18/02/2019 - Main levée partielle du 03/12/2019 - Main levée du 20/10/2020,Main levée du 20/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_19-rue-longue-des-capucins-13001_2020_02457.pdf,19 rue Longue des Capucins,13001.0,Marseille,63,2,19 rue Longue des Capucins,43.300243,5.378462,19 Rue Longue des Capucins 13001 Marseille,0.97,housenumber,13201_5352_00019,19,Rue Longue des Capucins,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_19-rue-longue-des-capucins-13001_2020_02457.txt,ml_19-rue-longue-des-capucins-13001_2020_02457.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,36 boulevard de la Libération,36 boulevard de la Libération,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/36-BOULEVARD-DE-LA-LIBERATION-13001_2019_00672.pdf,36 boulevard de la Libération,13001.0,Marseille,64,0,36 boulevard de la Libération,43.299795,5.387776,36 Boulevard de la Liberation General de Monsabert 13001 Marseille,0.68,housenumber,13201_h3uw4i_00036,36,Boulevard de la Liberation General de Monsabert,,13001,Marseille,13201,Marseille 1er Arrondissement,False,36-BOULEVARD-DE-LA-LIBERATION-13001_2019_00672.txt,36-BOULEVARD-DE-LA-LIBERATION-13001_2019_00672.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,7 rue Rodolphe Pollak - Main Levée partielle du 04/06/19,7 rue Rodolphe Pollak,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/7-RUE-RODOLPHE-POLLAK-13001_2019_00751.pdf,7 rue Rodolphe Pollak,13001.0,Marseille,65,0,7 rue Rodolphe Pollak,43.295711,5.379859,7 Rue Rodolphe Pollak 13001 Marseille,0.97,housenumber,13201_7977_00007,7,Rue Rodolphe Pollak,,13001,Marseille,13201,Marseille 1er Arrondissement,False,7-RUE-RODOLPHE-POLLAK-13001_2019_00751.txt,7-RUE-RODOLPHE-POLLAK-13001_2019_00751.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,7 rue Rodolphe Pollak - Main Levée partielle du 04/06/19,Main Levée partielle du 04/06/19,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-7-rue-rodolphe-pollak-13001_2019_01838.pdf,7 rue Rodolphe Pollak,13001.0,Marseille,65,1,7 rue Rodolphe Pollak,43.295711,5.379859,7 Rue Rodolphe Pollak 13001 Marseille,0.97,housenumber,13201_7977_00007,7,Rue Rodolphe Pollak,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml-7-rue-rodolphe-pollak-13001_2019_01838.txt,ml-7-rue-rodolphe-pollak-13001_2019_01838.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,73 rue d'Aubagne : Arrêté du 07/03/2019 - Main levée partielle du 09/08/2019,Arrêté du 07/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/73-RUE-D-AUBAGNE-13001_2019_00819.pdf,73 rue d'Aubagne,13001.0,Marseille,66,0,73 rue d'Aubagne,43.293913,5.381439,73 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00073,73,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,73-RUE-D-AUBAGNE-13001_2019_00819.txt,73-RUE-D-AUBAGNE-13001_2019_00819.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,73 rue d'Aubagne : Arrêté du 07/03/2019 - Main levée partielle du 09/08/2019,Main levée partielle du 09/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/main_levee_partielle_73-rue-d-aubagne-13001_2019_02777.pdf,73 rue d'Aubagne,13001.0,Marseille,66,1,73 rue d'Aubagne,43.293913,5.381439,73 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00073,73,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,main_levee_partielle_73-rue-d-aubagne-13001_2019_02777.txt,main_levee_partielle_73-rue-d-aubagne-13001_2019_02777.pdf,False,False,False,False,False,False,False
