classe,arrondissement,item,nom_doc,url,adresse,code_postal,ville,doc_grp_idx,doc_grp_rel_idx,adrs,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_citycode,result_district,erreurs,nom_txt,nom_pdf,err_missing_pdf,err_bad_url,err_missing_txt,err_bad_pdf,err_date,err_adresse,err_pathologies
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,41 rue de Rome : Arrêté du 17/11/2018 - Arrêté modificatif du 23/12/2018,Arrêté du 17/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-rue-de-rome-pi_2018_02952-final.pdf,41 rue de Rome,13001.0,Marseille,0,0,41 rue de Rome,43.294193,5.379158,41 Rue de Rome 13001 Marseille,0.97,housenumber,13201_8024_00041,41,Rue de Rome,,13001,Marseille,13201,Marseille 1er Arrondissement,False,41-rue-de-rome-pi_2018_02952-final.txt,41-rue-de-rome-pi_2018_02952-final.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,41 rue de Rome : Arrêté du 17/11/2018 - Arrêté modificatif du 23/12/2018,Arrêté modificatif du 23/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/41-rue-de-rome-13001_2018_03462_modificatif-du-41-rue-de-rome.pdf,41 rue de Rome,13001.0,Marseille,0,1,41 rue de Rome,43.294193,5.379158,41 Rue de Rome 13001 Marseille,0.97,housenumber,13201_8024_00041,41,Rue de Rome,,13001,Marseille,13201,Marseille 1er Arrondissement,False,41-rue-de-rome-13001_2018_03462_modificatif-du-41-rue-de-rome.txt,41-rue-de-rome-13001_2018_03462_modificatif-du-41-rue-de-rome.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,1 rue de la Palud,1 rue de la Palud ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-rue-de-le-palud-2018_02948-edited-2.pdf,1 rue de la Palud,13001.0,Marseille,1,0,1 rue de la Palud,43.294829,5.37892,1 Rue de la Palud 13001 Marseille,0.97,housenumber,13201_6757_00001,1,Rue de la Palud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,1-rue-de-le-palud-2018_02948-edited-2.txt,1-rue-de-le-palud-2018_02948-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,4 rue Pytheas - Arrêté modificatif du 11/02/2020 - Arrêté de péril du 13/08/2020,4 rue Pytheas ,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-pytheas-arrete_pi_2018_02930-final.pdf,4 rue Pytheas,13001.0,Marseille,2,0,4 rue Pytheas,43.294474,5.37553,4 Rue Pytheas 13001 Marseille,0.96,housenumber,13201_7651_00004,4,Rue Pytheas,,13001,Marseille,13201,Marseille 1er Arrondissement,False,4-rue-pytheas-arrete_pi_2018_02930-final.txt,4-rue-pytheas-arrete_pi_2018_02930-final.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,4 rue Pytheas - Arrêté modificatif du 11/02/2020 - Arrêté de péril du 13/08/2020,Arrêté modificatif du 11/02/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-pytheas-130021_2020_00380.pdf,4 rue Pytheas,13001.0,Marseille,2,1,4 rue Pytheas,43.294474,5.37553,4 Rue Pytheas 13001 Marseille,0.96,housenumber,13201_7651_00004,4,Rue Pytheas,,13001,Marseille,13201,Marseille 1er Arrondissement,False,,,True,False,True,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,4 rue Pytheas - Arrêté modificatif du 11/02/2020 - Arrêté de péril du 13/08/2020,Arrêté de péril du 13/08/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_2020_01674_-4-ruepytheas-13001-vdm.pdf,4 rue Pytheas,13001.0,Marseille,2,2,4 rue Pytheas,43.294474,5.37553,4 Rue Pytheas 13001 Marseille,0.96,housenumber,13201_7651_00004,4,Rue Pytheas,,13001,Marseille,13201,Marseille 1er Arrondissement,False,po_2020_01674_-4-ruepytheas-13001-vdm.txt,po_2020_01674_-4-ruepytheas-13001-vdm.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,15 rue de la Fare : Arrêté de péril du 17/11/2018 - Main Levée du 21/01/2019,Arrêté de péril du 17/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/15-rue-de-la-fare-pi_2018_02950-edited-2.pdf,15 rue de la Fare,13001.0,Marseille,3,0,15 rue de la Fare,43.300756,5.378043,15 Rue de la Fare 13001 Marseille,0.97,housenumber,13201_3346_00015,15,Rue de la Fare,,13001,Marseille,13201,Marseille 1er Arrondissement,False,15-rue-de-la-fare-pi_2018_02950-edited-2.txt,15-rue-de-la-fare-pi_2018_02950-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,15 rue de la Fare : Arrêté de péril du 17/11/2018 - Main Levée du 21/01/2019,Main Levée du 21/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/15-rue-la-fare-13001_ML_2019_00228.pdf,15 rue de la Fare,13001.0,Marseille,3,1,15 rue de la Fare,43.300756,5.378043,15 Rue de la Fare 13001 Marseille,0.97,housenumber,13201_3346_00015,15,Rue de la Fare,,13001,Marseille,13201,Marseille 1er Arrondissement,False,15-rue-la-fare-13001_ML_2019_00228.txt,15-rue-la-fare-13001_ML_2019_00228.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,17 rue Moustier : Arrêté de péril du 17/11/2018 - Main Levée partielle du 13/12/2018 - Main levée du 20/12/2018,Arrêté de péril du 17/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/17-rue-moustier-pi_2018_02954-edited-2.pdf,17 rue Moustier,13001.0,Marseille,4,0,17 rue Moustier,43.294197,5.38056,17 Rue Jean-Pierre Moustier 13001 Marseille,0.71,housenumber,13201_6386_00017,17,Rue Jean-Pierre Moustier,,13001,Marseille,13201,Marseille 1er Arrondissement,False,17-rue-moustier-pi_2018_02954-edited-2.txt,17-rue-moustier-pi_2018_02954-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,17 rue Moustier : Arrêté de péril du 17/11/2018 - Main Levée partielle du 13/12/2018 - Main levée du 20/12/2018,Main Levée partielle du 13/12/2018 ,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ML_partielle-17-rue-Moustier-13001_2018_03312.pdf,17 rue Moustier,13001.0,Marseille,4,1,17 rue Moustier,43.294197,5.38056,17 Rue Jean-Pierre Moustier 13001 Marseille,0.71,housenumber,13201_6386_00017,17,Rue Jean-Pierre Moustier,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ML_partielle-17-rue-Moustier-13001_2018_03312.txt,ML_partielle-17-rue-Moustier-13001_2018_03312.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,17 rue Moustier : Arrêté de péril du 17/11/2018 - Main Levée partielle du 13/12/2018 - Main levée du 20/12/2018,Main levée du 20/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-17-rue-moustier-13001-2018-03449.pdf,17 rue Moustier,13001.0,Marseille,4,2,17 rue Moustier,43.294197,5.38056,17 Rue Jean-Pierre Moustier 13001 Marseille,0.71,housenumber,13201_6386_00017,17,Rue Jean-Pierre Moustier,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml-17-rue-moustier-13001-2018-03449.txt,ml-17-rue-moustier-13001-2018-03449.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Arrêté de péril du 17/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-cours-lieutaud-pi_2018_02951-edited-2.pdf,24 cours Lieutaud,13001.0,Marseille,5,0,24 cours Lieutaud,43.294574,5.381825,24 Cours Lieutaud 13001 Marseille,0.97,housenumber,13201_5280_00024,24,Cours Lieutaud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,24-cours-lieutaud-pi_2018_02951-edited-2.txt,24-cours-lieutaud-pi_2018_02951-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Arrêté de péril modificatif du 05/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-COURS-LIEUTAUD-13001_PGI_MODIFICATIF_2019%2000776.pdf,24 cours Lieutaud,13001.0,Marseille,5,1,24 cours Lieutaud,43.294574,5.381825,24 Cours Lieutaud 13001 Marseille,0.97,housenumber,13201_5280_00024,24,Cours Lieutaud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,24-COURS-LIEUTAUD-13001_PGI_MODIFICATIF_2019%2000776.txt,24-COURS-LIEUTAUD-13001_PGI_MODIFICATIF_2019%2000776.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 cours Lieutaud : Arrêté de péril du 17/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Main Levée du 15/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_24-cours-lieutaud-13001-_2019_03548_vdm.pdf,24 cours Lieutaud,13001.0,Marseille,5,2,24 cours Lieutaud,43.294574,5.381825,24 Cours Lieutaud 13001 Marseille,0.97,housenumber,13201_5280_00024,24,Cours Lieutaud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_24-cours-lieutaud-13001-_2019_03548_vdm.txt,ml_24-cours-lieutaud-13001-_2019_03548_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,26 cours Lieutaud- Main Levée du 22/10/2019,26 cours Lieutaud,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-lieutaud-pi_2018_02949-edited-2.pdf,26 cours Lieutaud,13001.0,Marseille,6,0,26 cours Lieutaud,43.29445,5.381865,26 Cours Lieutaud 13001 Marseille,0.97,housenumber,13201_5280_00026,26,Cours Lieutaud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,26-cours-lieutaud-pi_2018_02949-edited-2.txt,26-cours-lieutaud-pi_2018_02949-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,26 cours Lieutaud- Main Levée du 22/10/2019,Main Levée du 22/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/26-cours-lieutaud-13001_2019_03540.pdf,26 cours Lieutaud,13001.0,Marseille,6,1,26 cours Lieutaud,43.29445,5.381865,26 Cours Lieutaud 13001 Marseille,0.97,housenumber,13201_5280_00026,26,Cours Lieutaud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,26-cours-lieutaud-13001_2019_03540.txt,26-cours-lieutaud-13001_2019_03540.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,3 rue Francis de Pressensé,3 rue Francis de Pressensé,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-Francis-de-Pressense-pi-13001_2018_03008-edited-2.pdf,3 rue Francis de Pressensé,13001.0,Marseille,7,0,3 rue Francis de Pressensé,43.300712,5.375728,3 Rue Francis de Pressense 13001 Marseille,0.97,housenumber,13201_3693_00003,3,Rue Francis de Pressense,,13001,Marseille,13201,Marseille 1er Arrondissement,False,3-rue-Francis-de-Pressense-pi-13001_2018_03008-edited-2.txt,3-rue-Francis-de-Pressense-pi-13001_2018_03008-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,3 rue Francis de Pressensé,3 rue Francis de Pressensé,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-francis-de-pressense_-13001_po_2020_02975_16-12-20.pdf,3 rue Francis de Pressensé,13001.0,Marseille,7,1,3 rue Francis de Pressensé,43.300712,5.375728,3 Rue Francis de Pressense 13001 Marseille,0.97,housenumber,13201_3693_00003,3,Rue Francis de Pressense,,13001,Marseille,13201,Marseille 1er Arrondissement,False,3-rue-francis-de-pressense_-13001_po_2020_02975_16-12-20.txt,3-rue-francis-de-pressense_-13001_po_2020_02975_16-12-20.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,4 rue d'Aix,4 rue d'Aix,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/4-rue-d-aix-13001-PI-2018_03012-edited-2.pdf,4 rue d'Aix,13001.0,Marseille,8,0,4 rue d'Aix,43.299455,5.376174,4 Rue d’Aix 13001 Marseille,0.97,housenumber,13201_0114_00004,4,Rue d’Aix,,13001,Marseille,13201,Marseille 1er Arrondissement,False,4-rue-d-aix-13001-PI-2018_03012-edited-2.txt,4-rue-d-aix-13001-PI-2018_03012-edited-2.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,3 rue de la Palud,3 rue de la Palud,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/3-rue-de-la-palud-13001_2018_03020.pdf,3 rue de la Palud,13001.0,Marseille,9,0,3 rue de la Palud,43.29479,5.378969,3 Rue de la Palud 13001 Marseille,0.97,housenumber,13201_6757_00003,3,Rue de la Palud,,13001,Marseille,13201,Marseille 1er Arrondissement,False,3-rue-de-la-palud-13001_2018_03020.txt,3-rue-de-la-palud-13001_2018_03020.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 rue Rodolphe Pollak : Arrêté de péril du 25/11/2018 - Main levée du 17/01/2020,Arrêté de péril du 25/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-rodolphe-pollak-13001_2018_03024.pdf,24 rue Rodolphe Pollak,13001.0,Marseille,10,0,24 rue Rodolphe Pollak,43.29605,5.380183,24 Rue Rodolphe Pollak 13001 Marseille,0.97,housenumber,13201_7977_00024,24,Rue Rodolphe Pollak,,13001,Marseille,13201,Marseille 1er Arrondissement,False,24-rue-rodolphe-pollak-13001_2018_03024.txt,24-rue-rodolphe-pollak-13001_2018_03024.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 rue Rodolphe Pollak : Arrêté de péril du 25/11/2018 - Main levée du 17/01/2020,Main levée du 17/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_24-rue-rodolphe-pollak-13001_2020_00135_vdm.pdf,24 rue Rodolphe Pollak,13001.0,Marseille,10,1,24 rue Rodolphe Pollak,43.29605,5.380183,24 Rue Rodolphe Pollak 13001 Marseille,0.97,housenumber,13201_7977_00024,24,Rue Rodolphe Pollak,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_24-rue-rodolphe-pollak-13001_2020_00135_vdm.txt,ml_24-rue-rodolphe-pollak-13001_2020_00135_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 boulevard Garibaldi : Arrêté de péril du 20/11/2018 - Arrêté de réintégration du 22/12/2018 - Main levée du 16/09/2019,Arrêté de péril du 20/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-boulevard-Garibaldi-13001_2018_02965-edited.pdf,20 boulevard Garibaldi,13001.0,Marseille,11,0,20 boulevard Garibaldi,43.296651,5.381078,20 Boulevard Garibaldi 13001 Marseille,0.97,housenumber,13201_3889_00020,20,Boulevard Garibaldi,,13001,Marseille,13201,Marseille 1er Arrondissement,False,20-boulevard-Garibaldi-13001_2018_02965-edited.txt,20-boulevard-Garibaldi-13001_2018_02965-edited.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 boulevard Garibaldi : Arrêté de péril du 20/11/2018 - Arrêté de réintégration du 22/12/2018 - Main levée du 16/09/2019,Arrêté de réintégration du 22/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/REINTEGRATION-20-BOULEVARD-GARIBALDI-13001_2018_03458.pdf,20 boulevard Garibaldi,13001.0,Marseille,11,1,20 boulevard Garibaldi,43.296651,5.381078,20 Boulevard Garibaldi 13001 Marseille,0.97,housenumber,13201_3889_00020,20,Boulevard Garibaldi,,13001,Marseille,13201,Marseille 1er Arrondissement,False,REINTEGRATION-20-BOULEVARD-GARIBALDI-13001_2018_03458.txt,REINTEGRATION-20-BOULEVARD-GARIBALDI-13001_2018_03458.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,20 boulevard Garibaldi : Arrêté de péril du 20/11/2018 - Arrêté de réintégration du 22/12/2018 - Main levée du 16/09/2019,Main levée du 16/09/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-20-bd-garibaldi-13001-ml_2019_03215.pdf,20 boulevard Garibaldi,13001.0,Marseille,11,2,20 boulevard Garibaldi,43.296651,5.381078,20 Boulevard Garibaldi 13001 Marseille,0.97,housenumber,13201_3889_00020,20,Boulevard Garibaldi,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml-20-bd-garibaldi-13001-ml_2019_03215.txt,ml-20-bd-garibaldi-13001-ml_2019_03215.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,18 rue Jean Roque : Arrêté de péril du 21/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Arrêté de péril du 21/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-rue-Jean-Roques-13001_2018_02992-edited.pdf,18 rue Jean Roque,13001.0,Marseille,12,0,18 rue Jean Roque,43.294619,5.381411,18 Rue Jean Roque 13001 Marseille,0.97,housenumber,13201_4788_00018,18,Rue Jean Roque,,13001,Marseille,13201,Marseille 1er Arrondissement,False,18-rue-Jean-Roques-13001_2018_02992-edited.txt,18-rue-Jean-Roques-13001_2018_02992-edited.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,18 rue Jean Roque : Arrêté de péril du 21/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Arrêté de péril modificatif du 05/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/18-RUE-JEAN-ROQUE-13001_PGI_MODIFICATIF_2019_00788.pdf,18 rue Jean Roque,13001.0,Marseille,12,1,18 rue Jean Roque,43.294619,5.381411,18 Rue Jean Roque 13001 Marseille,0.97,housenumber,13201_4788_00018,18,Rue Jean Roque,,13001,Marseille,13201,Marseille 1er Arrondissement,False,18-RUE-JEAN-ROQUE-13001_PGI_MODIFICATIF_2019_00788.txt,18-RUE-JEAN-ROQUE-13001_PGI_MODIFICATIF_2019_00788.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,18 rue Jean Roque : Arrêté de péril du 21/11/2018 - Arrêté de péril modificatif du 05/03/2019 - Main Levée du 15/10/2019,Main Levée du 15/10/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_18-rue-jean-roque-13001-2019_03539_vdm.pdf,18 rue Jean Roque,13001.0,Marseille,12,2,18 rue Jean Roque,43.294619,5.381411,18 Rue Jean Roque 13001 Marseille,0.97,housenumber,13201_4788_00018,18,Rue Jean Roque,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ml_18-rue-jean-roque-13001-2019_03539_vdm.txt,ml_18-rue-jean-roque-13001-2019_03539_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 rue Vacon : Arrêté de péril du 25/11/2018 -  Main Levée du 6/12/2018,Arrêté de péril du 25/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-Vacon-13001_2018_03023.pdf,24 rue Vacon,13001.0,Marseille,13,0,24 rue Vacon,43.295085,5.377999,24 Rue Vacon 13001 Marseille,0.97,housenumber,13201_9275_00024,24,Rue Vacon,,13001,Marseille,13201,Marseille 1er Arrondissement,False,24-rue-Vacon-13001_2018_03023.txt,24-rue-Vacon-13001_2018_03023.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,24 rue Vacon : Arrêté de péril du 25/11/2018 -  Main Levée du 6/12/2018, Main Levée du 6/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ML-24-rue-Vacon-13001_2018_03193.pdf,24 rue Vacon,13001.0,Marseille,13,1,24 rue Vacon,43.295085,5.377999,24 Rue Vacon 13001 Marseille,0.97,housenumber,13201_9275_00024,24,Rue Vacon,,13001,Marseille,13201,Marseille 1er Arrondissement,False,ML-24-rue-Vacon-13001_2018_03193.txt,ML-24-rue-Vacon-13001_2018_03193.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Nationale : Arrêté de péril grave et imminent du 29/11/2018 - Arrêté de péril ordinaire du 09/10/2020 - Arrêté Modificatif de péril ordinaire du 21/10/2020,Arrêté de péril grave et imminent du 29/11/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/19-rue-NATIONALE-13001_2018_03096.pdf,19 rue Nationale,13001.0,Marseille,14,0,19 rue Nationale,43.299554,5.377349,19 Rue Nationale 13001 Marseille,0.97,housenumber,13201_6465_00019,19,Rue Nationale,,13001,Marseille,13201,Marseille 1er Arrondissement,False,19-rue-NATIONALE-13001_2018_03096.txt,19-rue-NATIONALE-13001_2018_03096.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Nationale : Arrêté de péril grave et imminent du 29/11/2018 - Arrêté de péril ordinaire du 09/10/2020 - Arrêté Modificatif de péril ordinaire du 21/10/2020,Arrêté de péril ordinaire du 09/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_19-rue_nationale-13001_2020_02289_vdm.pdf,19 rue Nationale,13001.0,Marseille,14,1,19 rue Nationale,43.299554,5.377349,19 Rue Nationale 13001 Marseille,0.97,housenumber,13201_6465_00019,19,Rue Nationale,,13001,Marseille,13201,Marseille 1er Arrondissement,False,po_19-rue_nationale-13001_2020_02289_vdm.txt,po_19-rue_nationale-13001_2020_02289_vdm.pdf,False,False,False,False,False,False,True
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,19 rue Nationale : Arrêté de péril grave et imminent du 29/11/2018 - Arrêté de péril ordinaire du 09/10/2020 - Arrêté Modificatif de péril ordinaire du 21/10/2020,Arrêté Modificatif de péril ordinaire du 21/10/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/modif_po_19_rue-nationale-13001_2020_02456_vdm.pdf,19 rue Nationale,13001.0,Marseille,14,2,19 rue Nationale,43.299554,5.377349,19 Rue Nationale 13001 Marseille,0.97,housenumber,13201_6465_00019,19,Rue Nationale,,13001,Marseille,13201,Marseille 1er Arrondissement,False,modif_po_19_rue-nationale-13001_2020_02456_vdm.txt,modif_po_19_rue-nationale-13001_2020_02456_vdm.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,1 cours Jean Ballard,1 cours Jean Ballard,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-COURS-JEAN-BALLARD-13001_2018_03228.pdf,1 cours Jean Ballard,13001.0,Marseille,15,0,1 cours Jean Ballard,43.293892,5.374415,1 Cours Jean Ballard 13001 Marseille,0.96,housenumber,13201_4672_00001,1,Cours Jean Ballard,,13001,Marseille,13201,Marseille 1er Arrondissement,False,1-COURS-JEAN-BALLARD-13001_2018_03228.txt,1-COURS-JEAN-BALLARD-13001_2018_03228.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,1 rue Lafayette : Arrêté de péril du 11/12/2018 - Main Levée du 24/01/2019,Arrêté de péril du 11/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-rue-lafayette-13001_2018_03290.pdf,1 rue Lafayette,13001.0,Marseille,16,0,1 rue Lafayette,43.299396,5.381524,1 Rue Lafayette 13001 Marseille,0.97,housenumber,13201_5037_00001,1,Rue Lafayette,,13001,Marseille,13201,Marseille 1er Arrondissement,False,1-rue-lafayette-13001_2018_03290.txt,1-rue-lafayette-13001_2018_03290.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,1 rue Lafayette : Arrêté de péril du 11/12/2018 - Main Levée du 24/01/2019,Main Levée du 24/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/1-RUE-LAFAYETTE-13001_ML_2019_00279.pdf,1 rue Lafayette,13001.0,Marseille,16,1,1 rue Lafayette,43.299396,5.381524,1 Rue Lafayette 13001 Marseille,0.97,housenumber,13201_5037_00001,1,Rue Lafayette,,13001,Marseille,13201,Marseille 1er Arrondissement,False,1-RUE-LAFAYETTE-13001_ML_2019_00279.txt,1-RUE-LAFAYETTE-13001_ML_2019_00279.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,71 rue d'Aubagne : Arrêté du 12/12/2018 - Arrêté modificatif du 23/01/2019,Arrêté du 12/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/71-rue-d-aubagne-13001_2018_03263.pdf,71 rue d'Aubagne,13001.0,Marseille,17,0,71 rue d'Aubagne,43.293946,5.381397,71 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00071,71,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,71-rue-d-aubagne-13001_2018_03263.txt,71-rue-d-aubagne-13001_2018_03263.pdf,False,False,False,False,False,False,False
"Arrêtés de péril imminent, de Main Levée et de Réintégration partielle",1er arrondissement,71 rue d'Aubagne : Arrêté du 12/12/2018 - Arrêté modificatif du 23/01/2019,Arrêté modificatif du 23/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/71-rue-d-aubagne-13001_2019_00271.pdf,71 rue d'Aubagne,13001.0,Marseille,17,1,71 rue d'Aubagne,43.293946,5.381397,71 Rue d’Aubagne 13001 Marseille,0.97,housenumber,13201_0576_00071,71,Rue d’Aubagne,,13001,Marseille,13201,Marseille 1er Arrondissement,False,71-rue-d-aubagne-13001_2019_00271.txt,71-rue-d-aubagne-13001_2019_00271.pdf,False,False,False,False,False,False,False
