classe,arrondissement,item,nom_doc,url,adresse,code_postal
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,73 rue d'Aubagne : Arrêté de péril grave et imminent du 07/03/2019 – Main levée partielle de péril imminent du 09/08/2019,Arrêté de péril grave et imminent du 07/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/73-RUE-D-AUBAGNE-13001_2019_00819.pdf,73 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,73 rue d'Aubagne : Arrêté de péril grave et imminent du 07/03/2019 – Main levée partielle de péril imminent du 09/08/2019,Main levée partielle de péril imminent du 09/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/main_levee_partielle_73-rue-d-aubagne-13001_2019_02777.pdf,73 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,74 rue d'Aubagne : Arrêté de péril grave et imminent du 04/02/2019 – Main levée de péril grave et imminent du 16/11/2020,Arrêté de péril grave et imminent du 04/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/74-RUE-D-AUBAGNE-13001_2019_00410.pdf,74 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,74 rue d'Aubagne : Arrêté de péril grave et imminent du 04/02/2019 – Main levée de péril grave et imminent du 16/11/2020,Main levée de péril grave et imminent du 16/11/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_74-rue-d-aubagne_2020_02690_vdm.pdf,74 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,75 rue d'Aubagne : Arrêté de péril grave et imminent du 21/03/2019,Arrêté de péril grave et imminent du 21/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/75-rue-d-aubagne-13001_2019_01000.pdf,75 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,77 rue d'Aubagne : Arrêté de péril imminent du 25/04/2019,Arrêté de péril imminent du 25/04/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/77-rue-d-aubagne_2019_01377.pdf,77 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,79 rue d'Aubagne : Arrêté de péril imminent du 12/12/2018,Arrêté de péril imminent du 12/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/79-rue-d-aubagne-13001_2018_03310.pdf,79 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,81 rue d'Aubagne : Arrêté de péril imminent du 12/12/2018,Arrêté de péril imminent du 12/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/81-rue-d-aubagne-13001_2018_03308.pdf,81 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,83 rue d'Aubagne : Arrêté de péril imminent du 12/12/2018,Arrêté de péril imminent du 12/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/83-rue-d-aubagne-13001_2018_03309.pdf,83 rue d'Aubagne,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,86 rue d'Aubagne : Arrêté de péril grave et imminent du 04/04/2019 d'Aubagne,Arrêté de péril grave et imminent du 04/04/2019 d'Aubagne,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/86-rue-d-aubagne-13001_pgi_2019_01161.pdf,86 rue d'Aubagne,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,95 rue d'Aubagne / 50 cours Lieutaud : Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,Arrêté de mise en sécurité urgente de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/95-rue-aubagne_50-cours-lieutaud-13001_msu_2021_00854_vdm_du_23.03.21.pdf,95 rue d'Aubagne / 50 cours Lieutaud,13001
?,1er arrondissement,46 rue du Baignoir : Arrêté de mise en sécruité urgente du 27/05/2021,Arrêté de mise en sécruité urgente du 27/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/msu-46-rue-du-baignoir-13001-_2021_01435-i.pdf,46 rue du Baignoir,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,1 cours Jean Ballard : Arrêté de péril imminent du 07/12/2018,Arrêté de péril imminent du 07/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/1-COURS-JEAN-BALLARD-13001_2018_03228.pdf,1 cours Jean Ballard,13001
Arrêtés de mise en sécurité,1er arrondissement,12-14 rue de Beaumont   Arrêté de mise en sécurité du 03/03/2021,Arrêté de mise en sécurité du 03/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/12-14-rue-beaumont-13001_m.s_2021_00699_03-mars-2021.pdf,12-14 rue de Beaumont,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,34 cours Belsunce et 2 rue Tapis Vert : Arrêté de mise en sécurité urgente du 19/05/2021,Arrêté de mise en sécurité urgente du 19/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/2-rue-tapis-vert_13001_msu_2021_01339_19.05.21.pdf,34 cours Belsunce et 2 rue Tapis Vert,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIMÈTRES DE SÉCURITÉ SUR VOIE PUBLIQUE,1er arrondissement,Cours et square Belsunce : Arrêté portant sur la mise en place d'un périmètre de sécurité - 30/06/2021 - Arrêté modificatif portant sur la mise en place d'un périmètre de sécurité - 05/07/2021,Arrêté portant sur la mise en place d'un périmètre de sécurité - 30/06/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/perimetre-cours-belsunce-square-belsunce-13001_2021_01900.pdf,Cours et square Belsunce,13001
CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIMÈTRES DE SÉCURITÉ SUR VOIE PUBLIQUE,1er arrondissement,Cours et square Belsunce : Arrêté portant sur la mise en place d'un périmètre de sécurité - 30/06/2021 - Arrêté modificatif portant sur la mise en place d'un périmètre de sécurité - 05/07/2021,Arrêté modificatif portant sur la mise en place d'un périmètre de sécurité - 05/07/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Sinistres/cours-belsunce-square-belsunce-13001_2021_01942.pdf,Cours et square Belsunce,13001
?,1er arrondissement,76-84 rue Bernard du Bois  Arrêté d'interdiction d'occupation des immeubles du 01/08/2019,Arrêté d'interdiction d'occupation des immeubles du 01/08/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/interdiction_occuper_76-84-rue-bernard-du-bois-13001_2019_02694.pdf,76-84 rue Bernard du Bois,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,24 rue de la Bibliothèque : Arrêté de péril du 10/12/2020 – Arrêté modificatif de mise en sécurité du 16/03/2021,Arrêté de péril du 10/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/24-rue-de-la-bibliotheque-13001_po_2020_02957_10-12-20.pdf,24 rue de la Bibliothèque,13001
Arrêtés de mise en sécurité,1er arrondissement,24 rue de la Bibliothèque : Arrêté de péril du 10/12/2020 – Arrêté modificatif de mise en sécurité du 16/03/2021,Arrêté modificatif de mise en sécurité du 16/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/46-rue-du-tapis-vert-13001_modif_mes_2021_00775_vdm_du_16-03-21.pdf,24 rue de la Bibliothèque,13001
?,1er arrondissement,40 rue de la Bibliothèque Arrêté d'abrogation de l'interdiction d'occupation de l'immeuble en date du 16/12/20,Arrêté d'abrogation de l'interdiction d'occupation de l'immeuble en date du 16/12/20,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/40-rue-de-la-bibliotheque-13001_abro_ppm-2020_02987_16-12-2020.pdf,40 rue de la Bibliothèque,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,Immeuble 174 La Canebière / 2 rue Adolphe Thiers : Arrêté de péril imminent du 28/01/2019 – Main levée du 26/11/2019,Arrêté de péril imminent du 28/01/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/IMMEUBLE-174-LA%20CANEBIERE_2-RUE-ADOLPHE-THIERS_2019_00320.pdf,Immeuble 174 La Canebière / 2 rue Adolphe Thiers,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,Immeuble 174 La Canebière / 2 rue Adolphe Thiers : Arrêté de péril imminent du 28/01/2019 – Main levée du 26/11/2019,Main levée du 26/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml_174-la-canebiere_2-rue-adolphe-thiers-13001_2019_04060_vdm.pdf,Immeuble 174 La Canebière / 2 rue Adolphe Thiers,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,77 La Canebière : Arrêté de péril grave et imminent du 04/06/2019 - Arrêté de mise en sécurité du 17/05/2021,Arrêté de péril grave et imminent du 04/06/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/77-la-canebiere-13001_2019_01721.pdf,77 La Canebière,13001
Arrêtés de mise en sécurité,1er arrondissement,77 La Canebière : Arrêté de péril grave et imminent du 04/06/2019 - Arrêté de mise en sécurité du 17/05/2021,Arrêté de mise en sécurité du 17/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/77-la-canebiere_2021_01307.pdf,77 La Canebière,13001
Arrêtés de mise en sécurité,1er arrondissement,79 La Canebière : Arrêté de mise en sécurité de l'immeuble du 23/03/2021,Arrêté de mise en sécurité de l'immeuble du 23/03/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/79-canbiere-13001_ms_2021_00841_vdm_du_23.03.21.pdf,79 La Canebière,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 rue Chateauredon : Arrêté de péril imminent du 14/12/2018 – Main Levée partielle de péril imminent du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif de péril grave et imminent du 13/01/2020 - Main Levée du 09/06/2020,Arrêté de péril imminent du 14/12/2018,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/12-RUE-CHATEAUREDON-13001_2018-03349.pdf,12 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 rue Chateauredon : Arrêté de péril imminent du 14/12/2018 – Main Levée partielle de péril imminent du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif de péril grave et imminent du 13/01/2020 - Main Levée du 09/06/2020,Main Levée partielle de péril imminent du 20/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/12-RUE-CHATEAUREDON-13001_ML_PARTIELLE_2019_00604.pdf,12 rue Chateauredon,13001
?,1er arrondissement,12 rue Chateauredon : Arrêté de péril imminent du 14/12/2018 – Main Levée partielle de péril imminent du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif de péril grave et imminent du 13/01/2020 - Main Levée du 09/06/2020,Interdiction d'occuper du 29/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_12-rue-chateauredon-13001_2019_04097_vdm.pdf,12 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 rue Chateauredon : Arrêté de péril imminent du 14/12/2018 – Main Levée partielle de péril imminent du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif de péril grave et imminent du 13/01/2020 - Main Levée du 09/06/2020,Arrêté modificatif de péril grave et imminent du 13/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/12-rue-chateauredon-13001_2020-01-13_pgi_modif_00053.pdf,12 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,12 rue Chateauredon : Arrêté de péril imminent du 14/12/2018 – Main Levée partielle de péril imminent du 20/02/2019 - Interdiction d'occuper du 29/11/2019 - Arrêté modificatif de péril grave et imminent du 13/01/2020 - Main Levée du 09/06/2020,Main Levée du 09/06/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ml-12-rue-chateauredon-13001_2020_00991.pdf,12 rue Chateauredon,13001
CONSULTEZ LES DERNIERS ARRÊTÉS D'INTERDICTION D'OCCUPER PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE),1er arrondissement,14 rue Chateauredon : Arrêté d'interdiction d'occuper l'immeuble du 29/11/2019 – Arrêté de péril grave et imminent du 14/01/2020 – Arrêté de péril ordinaire du 18/12/2020,Arrêté d'interdiction d'occuper l'immeuble du 29/11/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ppm_14-rue-chateauredon-13001_2019_04096_vdm.pdf,14 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,14 rue Chateauredon : Arrêté d'interdiction d'occuper l'immeuble du 29/11/2019 – Arrêté de péril grave et imminent du 14/01/2020 – Arrêté de péril ordinaire du 18/12/2020,Arrêté de péril grave et imminent du 14/01/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_14-rue-chateauredon-13001_2020_00057_vdm.pdf,14 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,14 rue Chateauredon : Arrêté d'interdiction d'occuper l'immeuble du 29/11/2019 – Arrêté de péril grave et imminent du 14/01/2020 – Arrêté de péril ordinaire du 18/12/2020,Arrêté de péril ordinaire du 18/12/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/po_14-rue-chateauredon-13001_2020_03031_vdm.pdf,14 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,20 rue Chateauredon : Arrêté de péril imminent du 31/12/2019 – Main Levée de péril imminent du 04/03/2019,Arrêté de péril imminent du 31/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/20-rue-chateauredon-13002_2018_03519.pdf,20 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,20 rue Chateauredon : Arrêté de péril imminent du 31/12/2019 – Main Levée de péril imminent du 04/03/2019,Main Levée de péril imminent du 04/03/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Mains_Levees/ML_20-RUE-CHATEAUREDON-13001_2019_00728.pdf,20 rue Chateauredon,13001
Arrêtés de mise en sécurité,1er arrondissement,29 rue Chateauredon : Arrêté de mise en sécurité du 27/01/21,Arrêté de mise en sécurité du 27/01/21,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/29-rue-chateauredon-13001_mes_2021_00324_vdm_du_27-01-2021.pdf,29 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,31 rue Chateauredon : Main levée de péril du 30/09/2020,Main levée de péril du 30/09/2020,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/ml_31_rue_chateauredon_13001_2020_02220_vdm_du_30.09.20.pdf,31 rue Chateauredon,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,60 rue du Commandant Mages : Arrêté de péril imminent du 11/02/2019,Arrêté de péril imminent du 11/02/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/60-RUE-DU-COMMANDANT-MAGES-13001_2019_00494.pdf,60 rue du Commandant Mages,13001
Arrêtés de mise en sécurité urgente,1er arrondissement,142 rue Consolat  :  Arrêté de mise en sécurité urgente du 19/05/2021,Arrêté de mise en sécurité urgente du 19/05/2021,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/142-rue-consolat-13001_msu_2021_01340_19.05.21.pdf,142 rue Consolat,13001
"CONSULTEZ LES DERNIERS ARRÊTÉS DE PÉRIL IMMINENT, DE MAIN LEVÉE ET DE RÉINTÉGRATION PARTIELLE DE LA VILLE DE MARSEILLE PAR ARRONDISSEMENT (ORDRE CHRONOLOGIQUE)",1er arrondissement,10 rue Corneille : Arrêté de péril grave et imminent du 10/12/2019 – Main levée de péril grave et imminent du 07/04/2020,Arrêté de péril grave et imminent du 10/12/2019,https://www.marseille.fr/sites/default/files/contenu/logement/Arretes-peril/pgi_10-rue-corneille-13001_2019_04292_vdm.pdf,10 rue Corneille,13001
